"","basisOfRecord","scientificName","family","genus","decimalLongitude","decimalLatitude","stateProvince","year","month","country","catalogNumber","institutionCode","county","locality","lat","lon"
"412","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.046745,33.70517,"California",2021,1,"United States of America","OBS1047158903","CLO","Orange","BCER--Pocket Pond",33.70517,-118.046745
"413","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.50855,39.234512,"California",2021,1,"United States of America","OBS1047164617","CLO","Yuba","9454 Loma Rica Road, Marysville, California, US (39.235, -121.509)",39.234512,-121.50855
"414","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.387505,37.961777,"California",2021,1,"United States of America","OBS1047166294","CLO","Contra Costa","Landfill Loop Trail",37.961777,-122.387505
"415","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.22308,37.498234,"California",2021,1,"United States of America","OBS1047171047","CLO","San Mateo","Bair Island Trail, Redwood City US-CA 37.49823, -122.22308",37.498234,-122.22308
"416","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.41688,38.867943,"California",2021,1,"United States of America","OBS1047171069","CLO","Placer","7001–7261 Moore Rd, Lincoln US-CA 38.86794, -121.41688",38.867943,-121.41688
"417","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045525,33.707455,"California",2021,1,"United States of America","OBS1047180012","CLO","Orange","BCER--Brightwater",33.707455,-118.045525
"418","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.82675,35.333763,"California",2021,1,"United States of America","OBS1047184999","CLO","San Luis Obispo","Elfin Forest Preserve",35.333763,-120.82675
"419","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.57821,39.198048,"California",2021,1,"United States of America","OBS1047219791","CLO","Yuba","District 10--Ellis Rd.",39.198048,-121.57821
"420","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.42738,38.867958,"California",2021,1,"United States of America","OBS1047250586","CLO","Placer","7508–9636 Moore Rd, Lincoln US-CA (38.8680,-121.4274)",38.867958,-121.42738
"421","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.396355,38.868584,"California",2021,1,"United States of America","OBS1047250614","CLO","Placer","Moore Road",38.868584,-121.396355
"422","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.04406,33.70423,"California",2021,1,"United States of America","OBS1047254637","CLO","Orange","BCER - Tidal Basin",33.70423,-118.04406
"423","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.04303,33.700153,"California",2021,1,"United States of America","OBS1047280860","CLO","Orange","BCER--Tidal Basin",33.700153,-118.04303
"424","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04798,38.167225,"California",2021,1,"United States of America","OBS1047282293","CLO","Solano","Suisun Marsh",38.167225,-122.04798
"425","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.21506,40.685535,"California",2021,1,"United States of America","OBS1047283563","CLO","Humboldt","Humboldt Bay NWR",40.685535,-124.21506
"426","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.040436,39.188843,"California",2021,1,"United States of America","OBS1047294915","CLO","Colusa","Colusa National Wildlife Refuge, Colusa US-CA 39.18884, -122.04043",39.188843,-122.040436
"427","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.34175,33.829006,"California",2021,1,"United States of America","OBS1047314277","CLO","Los Angeles","Madrona Marsh Preserve, Torrance US-CA 33.82901, -118.34175",33.829006,-118.34175
"428","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.8544,39.550728,"California",2021,1,"United States of America","OBS1047320226","CLO","Butte","Nelson Rd. and Aquas Frias Rd.",39.550728,-121.8544
"429","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.22608,37.498665,"California",2021,1,"United States of America","OBS1047324182","CLO","San Mateo","Bair Island Redwood City Ca - 37.499x-122.226 - Dec 11, 2015 1:13 PM",37.498665,-122.22608
"430","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.61998,37.182343,"California",2021,1,"United States of America","OBS1047324734","CLO","Merced","Merced National Wildlife Refuge, Merced US-CA 37.18234, -120.61998",37.182343,-120.61998
"431","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.01333,34.10053,"California",2021,1,"United States of America","OBS1047344083","CLO","Los Angeles","Peck Rd. Water Conservation Park",34.10053,-118.01333
"432","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.55198,38.479515,"California",2021,1,"United States of America","OBS1047367964","CLO","Yolo","Babel Slough ",38.479515,-121.55198
"433","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.86244,35.376102,"California",2021,1,"United States of America","OBS1047390032","CLO","San Luis Obispo","Morro Creek mouth",35.376102,-120.86244
"434","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.35927,38.868183,"California",2021,1,"United States of America","OBS1047402375","CLO","Placer","Moore Rd.",38.868183,-121.35927
"435","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.69254,38.61127,"California",2021,1,"United States of America","OBS1047418581","CLO","Yolo","CR104 (YOL Co.)",38.61127,-121.69254
"436","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.063156,34.03993,"California",2021,1,"United States of America","OBS1047712297","CLO","Los Angeles","Whittier Narrows Rec Area",34.03993,-118.063156
"437","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.50674,32.92937,"California",2021,1,"United States of America","OBS1047763176","CLO","Los Angeles","San Clemente Island--Lemon Tank",32.92937,-118.50674
"438","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.72814,38.654366,"California",2021,1,"United States of America","OBS1047768639","CLO","Yolo","Farmers Central Rd.--pond at CR102",38.654366,-121.72814
"439","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.9796,37.49512,"California",2021,1,"United States of America","OBS1047790660","CLO","Alameda","Pacific Commons Linear Park",37.49512,-121.9796
"440","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.65061,33.946384,"California",2021,1,"United States of America","OBS1047801835","CLO","San Bernardino","Prado Regional Park",33.946384,-117.65061
"441","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.82017,36.8678,"California",2021,1,"United States of America","OBS1047817777","CLO","Santa Cruz","Sunset SB--Palm Beach Unit",36.8678,-121.82017
"442","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.34463,38.135303,"California",2021,1,"United States of America","OBS1047818128","CLO","Solano","Hwy 37 pullout",38.135303,-122.34463
"443","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.8185,36.871284,"California",2021,1,"United States of America","OBS1047822320","CLO","Santa Cruz","Watsonville Slough at Shell Rd",36.871284,-121.8185
"444","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.37254,37.738125,"California",2021,1,"United States of America","OBS1047841792","CLO","San Francisco","Heron's Head Park",37.738125,-122.37254
"445","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.45073,33.96108,"California",2021,1,"United States of America","OBS1047852869","CLO","Los Angeles","Del Rey Lagoon Park",33.96108,-118.45073
"446","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.782135,36.910038,"California",2021,1,"United States of America","OBS1047862489","CLO","Santa Cruz","Struve Slough--West Marine",36.910038,-121.782135
"447","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.225525,37.4982,"California",2021,1,"United States of America","OBS1047885202","CLO","San Mateo","Bair Island Public Access",37.4982,-122.225525
"448","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.817154,33.85495,"California",2021,1,"United States of America","OBS1047887954","CLO","Orange","Upper Santa Anna River at Lakeview Av.",33.85495,-117.817154
"449","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.120964,40.864727,"California",2021,1,"United States of America","OBS1047899913","CLO","Humboldt","Arcata Bottoms--V St. Loop",40.864727,-124.120964
"450","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.1796,32.679028,"California",2021,1,"United States of America","OBS1047902553","CLO","San Diego","Hotel del Coronado & beach",32.679028,-117.1796
"451","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.7152,39.49413,"California",2021,1,"United States of America","OBS1047921912","CLO","Butte","404–678 Richvale Hwy, Oroville US-CA 39.49413, -121.71520",39.49413,-121.7152
"452","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.04574,32.78588,"California",2021,1,"United States of America","OBS1047924073","CLO","San Diego","Lake Murray",32.78588,-117.04574
"453","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.80819,39.318405,"California",2021,1,"United States of America","OBS1047925521","CLO","Butte","Gray Lodge Wildlife Area, Gridley US-CA 39.31841, -121.80819",39.318405,-121.80819
"454","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.11797,32.591366,"California",2021,1,"United States of America","OBS1047928798","CLO","San Diego","Bayshore Bikeway--7th Street",32.591366,-117.11797
"455","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.91932,39.53665,"California",2021,1,"United States of America","OBS1047935511","CLO","Butte","6200 Highway 48, Chico, California, US (39.537, -121.919)",39.53665,-121.91932
"456","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.21837,32.795357,"California",2021,1,"United States of America","OBS1047939666","CLO","San Diego","Mission Bay RV Park",32.795357,-117.21837
"457","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.08866,37.43793,"California",2021,1,"United States of America","OBS1047971536","CLO","Santa Clara","Salt Pond A1",37.43793,-122.08866
"458","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.56407,41.897476,"California",2021,1,"United States of America","OBS1047984690","CLO","Siskiyou","Tule Lake NWR--Tule Lake overlook",41.897476,-121.56407
"459","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.107735,37.458763,"California",2021,1,"United States of America","OBS1047993916","CLO","Santa Clara","Baylands Nature Preserve, Palo Alto US-CA (37.4588,-122.1077)",37.458763,-122.107735
"460","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.15228,37.64312,"California",2021,1,"United States of America","OBS1047993926","CLO","Alameda","94545, Hayward US-CA 37.64312, -122.15228",37.64312,-122.15228
"461","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.88469,33.62536,"California",2021,1,"United States of America","OBS1047995924","CLO","Orange","Upper Newport Bay--foot of San Joaquin Hills Rd.",33.62536,-117.88469
"462","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.638176,38.562767,"California",2021,1,"United States of America","OBS1048049587","CLO","Yolo","Yolo Bypass Wildlife Area, Davis US-CA 38.56277, -121.63818",38.562767,-121.638176
"463","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.91036,39.60527,"California",2021,1,"United States of America","OBS1048061149","CLO","Butte","Llano Seco viewing platform, 7921–7927 Seven Mile Ln, Durham US-CA (39.6053,-121.9104)",39.60527,-121.91036
"464","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.850105,35.33773,"California",2021,1,"United States of America","OBS1048128740","CLO","San Luis Obispo","Morro Bay Estuary (use more specific location(s) when possible)",35.33773,-120.850105
"465","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.62837,38.558125,"California",2021,1,"United States of America","OBS1048144818","CLO","Yolo","Yolo Bypass Wildlife Area, Davis US-CA 38.55812, -121.62838",38.558125,-121.62837
"466","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.49584,37.884743,"California",2021,1,"United States of America","OBS1048145888","CLO","Marin","Richardson Bay",37.884743,-122.49584
"467","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62034,37.18579,"California",2021,1,"United States of America","OBS1048150438","CLO","Merced","Merced National Wildlife Refuge, Merced US-CA 37.18579, -120.62034",37.18579,-120.62034
"468","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.11544,40.86481,"California",2021,1,"United States of America","OBS1048166732","CLO","Humboldt","1300–2998 Old Samoa Rd, Arcata US-CA 40.86481, -124.11544",40.86481,-124.11544
"469","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.597084,33.18753,"California",2021,1,"United States of America","OBS1048188797","CLO","Imperial","Salton Sea--Garst Rd. N. of Sinclair",33.18753,-115.597084
"470","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.80415,39.347637,"California",2021,1,"United States of America","OBS1048193141","CLO","Butte","Gray Lodge Wildlife Area, Gridley US-CA 39.34764, -121.80415",39.347637,-121.80415
"471","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.07616,33.98721,"California",2021,1,"United States of America","OBS1048194951","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds--north pond",33.98721,-118.07616
"472","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.208015,37.617527,"California",2021,1,"United States of America","OBS1048210244","CLO","Stanislaus","San Joaquin River NWR--Pelican Trail-Wetlands Loop",37.617527,-121.208015
"473","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.91488,33.503365,"California",2021,1,"United States of America","OBS1048222422","CLO","Riverside","Salton Sea SRA--Headquarters and Campground",33.503365,-115.91488
"474","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.98368,34.51494,"California",2021,1,"United States of America","OBS1048269701","CLO","Los Angeles","California Aqueduct--82nd St. E",34.51494,-117.98368
"475","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.24555,37.524376,"California",2021,1,"United States of America","OBS1048272987","CLO","San Mateo","Steinberger Slough - Pulgas Creek mouth to Bay",37.524376,-122.24555
"476","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.79476,37.19207,"California",2021,1,"United States of America","OBS1048275219","CLO","Merced","San Luis National Wildlife Refuge, Los Banos US-CA (37.1921,-120.7948)",37.19207,-120.79476
"477","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.18739,39.427303,"California",2021,1,"United States of America","OBS1048276551","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42730, -122.18740",39.427303,-122.18739
"478","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25672,37.803547,"California",2021,1,"United States of America","OBS1048300836","CLO","Alameda","Lake Merritt",37.803547,-122.25672
"479","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.61646,37.876278,"California",2021,1,"United States of America","OBS1048305652","CLO","Marin","Gull Rock--Hwy 1 MM 10",37.876278,-122.61646
"480","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.44663,32.83708,"California",2021,1,"United States of America","OBS1048540238","CLO","Imperial","Sperber Reservoir",32.83708,-115.44663
"481","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.35164,38.543537,"California",2021,1,"United States of America","OBS1048627989","CLO","Sacramento","9133 Clendenen way",38.543537,-121.35164
"482","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.15653,34.122696,"California",2021,1,"United States of America","OBS1048644089","CLO","Ventura","Ormond Beach--Arnold Rd.",34.122696,-119.15653
"483","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.66982,40.690968,"California",2021,1,"United States of America","OBS1048698096","CLO","Lassen","Eagle Lake--Hwy 139 shoreline",40.690968,-120.66982
"484","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83873,39.32332,"California",2021,1,"United States of America","OBS1048730326","CLO","Butte","Gray Lodge Wildlife Area, Gridley US-CA 39.32332, -121.83873",39.32332,-121.83873
"485","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.3754,37.975006,"California",2021,1,"United States of America","OBS1048731595","CLO","San Joaquin","Buckley Cove Park",37.975006,-121.3754
"486","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.85271,35.31707,"California",2021,1,"United States of America","OBS1048733892","CLO","San Luis Obispo","Pecho Road Willows",35.31707,-120.85271
"487","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.45038,33.960327,"California",2021,1,"United States of America","OBS1048750384","CLO","Los Angeles","Del Rey Lagoon, Los Angeles US-CA 33.96033, -118.45038",33.960327,-118.45038
"488","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.505295,33.101795,"California",2021,1,"United States of America","OBS1048754255","CLO","Imperial","Young Reservoir",33.101795,-115.505295
"489","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.76673,36.810364,"California",2021,1,"United States of America","OBS1048756815","CLO","Monterey","Moonglow Dairy",36.810364,-121.76673
"490","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.695045,38.51896,"California",2021,1,"United States of America","OBS1048760462","CLO","Yolo","Mace Blvd. bridge (YOL Co.)",38.51896,-121.695045
"491","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.6487,33.161804,"California",2021,1,"United States of America","OBS1048760549","CLO","Imperial","Salton Sea--Lack Rd. at Grubel Rd. seawall",33.161804,-115.6487
"492","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.20801,32.75959,"California",2021,1,"United States of America","OBS1048766829","CLO","San Diego","Ocean Beach Bike Path, San Diego US-CA 32.75959, -117.20800",32.75959,-117.20801
"493","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.97965,37.44522,"California",2021,1,"United States of America","OBS1048808187","CLO","Santa Clara","Salt Pond A13",37.44522,-121.97965
"494","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.709724,33.082695,"California",2021,1,"United States of America","OBS1048811323","CLO","Imperial","Salton Sea NWR--Unit 1 (no public access north of observation deck)",33.082695,-115.709724
"495","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.14797,37.636936,"California",2021,1,"United States of America","OBS1048853215","CLO","Alameda","Hayward Regional Shoreline--Cogswell Marsh",37.636936,-122.14797
"496","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04057,39.192326,"California",2021,1,"United States of America","OBS1048882968","CLO","Colusa","Colusa National Wildlife Refuge, Colusa US-CA 39.19233, -122.04057",39.192326,-122.04057
"497","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.44005,38.269035,"California",2021,1,"United States of America","OBS1048915730","CLO","Sacramento","Cosumnes River Preserve, Elk Grove US-CA 38.26904, -121.44005",38.269035,-121.44005
"498","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.756134,39.07351,"California",2021,1,"United States of America","OBS1048917549","CLO","Sutter","Sutter NWR--Hughes Rd. west",39.07351,-121.756134
"499","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.07382,33.992176,"California",2021,1,"United States of America","OBS1048938680","CLO","Los Angeles","San Gabriel River at Spreading Grounds",33.992176,-118.07382
"500","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050964,33.705402,"California",2021,1,"United States of America","OBS1048955355","CLO","Orange","Bolsa Chica",33.705402,-118.050964
"501","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.63793,38.563034,"California",2021,1,"United States of America","OBS1048963695","CLO","Yolo","Yolo Bypass Wildlife Area, Davis US-CA 38.56304, -121.63793",38.563034,-121.63793
"502","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.19073,39.429974,"California",2021,1,"United States of America","OBS1048975811","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42997, -122.19072",39.429974,-122.19073
"503","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.18617,39.429707,"California",2021,1,"United States of America","OBS1048980648","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42970, -122.18617",39.429707,-122.18617
"504","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.80146,36.837246,"California",2021,1,"United States of America","OBS1049005873","CLO","Monterey","Zmudowski SB",36.837246,-121.80146
"505","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.79004,36.81517,"California",2021,1,"United States of America","OBS1049006975","CLO","Monterey","Moss Landing--Jetty Rd., north jetty & State Beach",36.81517,-121.79004
"506","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.89564,38.030785,"California",2021,1,"United States of America","OBS1049009638","CLO","Marin","Pt. Reyes--Limantour Estuary",38.030785,-122.89564
"507","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.54175,39.20868,"California",2021,1,"United States of America","OBS1049019067","CLO","Yuba","Kimball Ln, Marysville US-CA 39.20868, -121.54175",39.20868,-121.54175
"508","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.117645,33.874443,"California",2021,1,"United States of America","OBS1049035422","CLO","Riverside","San Jacinto Wildlife Area",33.874443,-117.117645
"509","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.03789,33.709167,"California",2021,1,"United States of America","OBS1049037664","CLO","Orange","Parkside Ponds",33.709167,-118.03789
"510","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.64249,35.79554,"California",2021,1,"United States of America","OBS1049046866","CLO","Kings","PRIVATE PROPERTY ""S"" ABSOLUTELY NO TRESPASSING!",35.79554,-119.64249
"511","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.64352,35.779385,"California",2021,1,"United States of America","OBS1049050869","CLO","Kern","Evaporation Ponds (KER Co.)",35.779385,-119.64352
"512","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.63583,35.852066,"California",2021,1,"United States of America","OBS1049056283","CLO","Kings","PRIVATE PROPERTY ""H"" ABSOLUTELY NO TRESPASSING!",35.852066,-119.63583
"513","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.044685,39.18841,"California",2021,1,"United States of America","OBS1049069559","CLO","Colusa","Colusa National Wildlife Refuge, Colusa US-CA 39.18841, -122.04469",39.18841,-122.044685
"514","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.96031,37.434273,"California",2021,1,"United States of America","OBS1049069852","CLO","Santa Clara","Don Edwards San Francisco Bay National Wildlife Refuge, San Jose US-CA 37.43427, -121.96031",37.434273,-121.96031
"515","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.30243,33.094437,"California",2021,1,"United States of America","OBS1049070769","CLO","San Diego","Batiquitos Lagoon Foundation, Carlsbad US-CA 33.09444, -117.30243",33.094437,-117.30243
"516","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.44121,38.269745,"California",2021,1,"United States of America","OBS1049073510","CLO","Sacramento","Cosumnes River Preserve--Staging Area 2 and Boardwalk",38.269745,-121.44121
"517","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.55104,39.21422,"California",2021,1,"United States of America","OBS1049085033","CLO","Yuba","1500–1910 Woodruff Ln, Marysville US-CA 39.21422, -121.55104",39.21422,-121.55104
"518","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.1191,40.885136,"California",2021,1,"United States of America","OBS1049091119","CLO","Humboldt","Arcata Bottoms--south of Lanphere Rd.",40.885136,-124.1191
"519","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.91039,39.69431,"California",2021,1,"United States of America","OBS1049103219","CLO","Butte","Chico Oxidation Ponds (restricted access)",39.69431,-121.91039
"520","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.88234,38.03452,"California",2021,1,"United States of America","OBS1049143969","CLO","Marin","Pt. Reyes--Muddy Hollow",38.03452,-122.88234
"521","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.89563,33.670605,"California",2021,1,"United States of America","OBS1049180602","CLO","Orange","Te Winkle Park",33.670605,-117.89563
"522","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.115715,37.466045,"California",2021,1,"United States of America","OBS1049205521","CLO","San Mateo","San Francisquito Creek mouth (SM Co.)",37.466045,-122.115715
"523","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.403305,41.598152,"California",2021,1,"United States of America","OBS1049205589","CLO","Siskiyou","10185–10193 Mayten Rd, Montague US-CA 41.59815, -122.40331",41.598152,-122.403305
"524","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.82561,35.346672,"California",2021,1,"United States of America","OBS1049304530","CLO","San Luis Obispo","Quarry Trail Head Parking Lot",35.346672,-120.82561
"525","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.675316,37.919758,"California",2021,1,"United States of America","OBS1049437911","CLO","Marin","Bolinas Lagoon",37.919758,-122.675316
"526","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.08328,40.845882,"California",2021,1,"United States of America","OBS1049527250","CLO","Humboldt","Humboldt Bay--northeast tidal wetlands (Jacoby Creek mouth, observation deck, & bay trail)",40.845882,-124.08328
"527","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.10611,37.459984,"California",2021,1,"United States of America","OBS1049576059","CLO","Santa Clara","Palo Alto Baylands--Boardwalk",37.459984,-122.10611
"528","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.28781,38.118256,"California",2021,1,"United States of America","OBS1049577349","CLO","Solano","CA-37 dredge spoil ponds",38.118256,-122.28781
